134,Akron,CO,,,,,72397.75,84047.5,97071.83333,109075.5833,119898.25,127607,134483.9,140939.1272
135,Akron,IA,96644.3,99211.41667,102690.5833,100684.0833,101959.0833,106266.5833,108669.9167,111696.4167,116942.5833,121543.1667,124961.6,131209.68
136,Akron,IN,89204.6,88666.33333,89133.08333,90642.91667,92632.25,96705.25,100124.1667,103855.5,109814.75,117072.4167,122478.8,127745.3884
137,Akron,MI,46709.7,45009.83333,45064.75,47089.08333,50415.08333,52911,53044,58170.75,62498.16667,67827.91667,70603.8,73780.971
138,Akron,OH,76160.41667,69503.91667,62419.61538,64394.40385,64811.41026,62172.69872,63947.47436,67320.78846,71401.5,77071.8141,81877.56154,86254.09945
139,Akron,PA,182336.3,176315.4167,172926.25,171813.1667,174401.1667,176114.3333,182749.3333,189745.1667,206174.5833,214168,220169.9,230738.0552
140,Alabaster,AL,172529.6,164327.0417,159966.2917,165502.5,169391.5417,173555.375,177908.5417,184361.2083,193805.125,204734.75,215659.8,225825.1236
141,Alachua,FL,180986.1,161546.5,151276.6667,153415.5833,162990.5833,170735.9167,179336.1667,188949.6667,201324,210322.3333,220705.9,231299.7832
142,Aladdin,WY,281335.85,293920.875,291016.875,291334.0833,279985.8333,297862.2917,314169,321045.1667,332209.7083,341800.4167,353000.1,370592.3266
143,Alameda,CA,513760.45,483020.0833,491603.1667,611311.7083,697312.4583,747555.5833,835014.7917,892985.0417,979360.0417,995487.5417,1033994.45,1078268.968
144,Alamo,CA,1228699,1174591.667,1222209.583,1436730.5,1607169.667,1731862.083,1778755.583,1845042.583,1957484.417,1915986.917,1912721.4,2014095.634
145,Alamo,GA,57460.1,54334.66667,51669.41667,53913.91667,58621.75,61576.66667,65549.5,71567.58333,79165.91667,86319.33333,87393,90626.541
146,Alamo,IN,43596,42553.33333,40909.33333,40824,40081.83333,38475,39371.83333,45226.08333,50524.16667,55324.83333,58968.8,62153.1152
147,Alamo,NV,119764.95,106042.5417,108970.5,130573.8333,155623.1667,173167.875,197411.6667,220514.9167,250591.5417,262975.1667,263834.45,272068.8245
148,Alamo,TN,56415.75,54819.75,54970.41667,55067.125,57808,60573.45833,63655.125,66338.70833,70351.04167,74765.95833,77379.8,80431.2723
149,Alamo,TX,68359.9,68456.08333,68038,71583.91667,78120.83333,80225.91667,83278.66667,86663.41667,92555.16667,99290.5,104703.9,109834.3911
150,Alamogordo,NM,,,,,,112269.3333,117135.8333,123554.9167,126670.25,133354.4722,139737.8333,145865.908
151,Alamosa,CO,117963,115379.9167,116746.9167,123965.0833,134287.75,147003.75,160884,172225.5,182414.5833,187056.0833,189314.1,196508.0358
152,Alanson,MI,215861.8667,207666.9722,203304.0278,217333.0278,235020.9167,262527.3333,256650.8889,271709.4722,292462.2222,303598.6111,317172.0333,328777.8273
153,Alapaha,GA,72056.1,69749.33333,68153,69833.33333,77153.33333,84552.83333,92974.33333,98479.08333,105399.5,111290.5833,112342.6,115712.878
154,Alba,MI,,,,39972.45455,41688.08333,42264.83333,40731.5,40110,40081.5,41608.5,41178.3,42248.9358
155,Alba,TX,109988.8,108542.25,110289,115003.3333,123680.75,132803.8333,140477.5833,152674.3333,165085.9167,174118.8333,181411.9,189756.8474
156,Albany,CA,568951.6,528214.75,513363.9167,637538.3333,716229.75,795753.5,885228.8333,943504.8333,1058606,1033361.25,1067015.3,1131036.218
157,Albany,GA,77929.9,73773.625,70550.91667,72251.89583,76366.10417,79998.29167,83641.02083,86766.72917,90189.6875,93258.5625,93380.175,96298.75215
158,Albany,IL,95662.3,93874.58333,94256.08333,95982.58333,97547.83333,101877.4167,104804.25,110677.1667,116655.8333,119424.75,123065.2,127495.5472
159,Albany,IN,,,,,76126.16667,80789.5,84367,90602.25,93958.33333,100525.0833,106005.4,110987.6538
160,Albany,KY,55634.2,55899,55527.75,54597.16667,57271.41667,59442,62228.58333,67840.75,72931.83333,75952.41667,78521.6,80327.5968
161,Albany,LA,133907.8,136371.6667,127707.75,128569.4167,136315.5833,133980.4167,136756.0833,143477.75,154465,155026.5,149418.7,155544.8667
162,Albany,MN,188010.5,170552.9167,174290.25,179268.75,190317.5833,190200.25,204804.75,212066.5,224869.6667,235337.3333,245937.1,259217.7034
163,Albany,MO,,,,50314.5,51832.08333,57364.33333,62349.58333,63781.91667,70333,75776.66667,77214.4,79376.4032
164,Albany,NY,156762.2,151270.8472,146469.7083,149055.4028,147347.1389,145010.7639,146222.5556,147300.6667,154406.1944,161435.2361,164164.1167,173042.5303
165,Albany,OH,93278.6,92763.5,93505.33333,96822.08333,97634.25,101933,107385,114077.75,121815.4167,128248.4167,131797.8,138124.0944
166,Albany,OR,184363.8,173932.9167,171333.6667,181987.7917,195837.8333,206707.8333,224270.5,248665.5,276986.625,299264.9167,315271.15,331423.8271
167,Albany,TX,,,,,95367.9,94600,95182.25,102225.6667,108043.25,110876.75,115957,121522.936
168,Albany,VT,130408.1,132748.3333,137726.6667,138791.5,139116.5,145343.5833,149057.0833,148999.75,152624.6667,156817.5833,165246.3,172517.1372
169,Albany,WI,158626.9,152807.6667,150430.9167,149293.1667,151130.5,156652.6667,162916.1667,171839.1667,182908.75,195055.8333,202185.3,210474.8973
170,Albany Township,PA,162509.6,158202.0417,155449.9583,165277.375,170622.9583,175519.75,179020.5833,186025.4167,193838.9583,201607.7917,210491.95,220422.0854
171,Albemarle,NC,102710.7,98970.66667,96362.5,96318.25,97520.5,101461,105773.3333,111055.9167,117687.0833,123767.5,128860.2,134530.0488
172,Albers,IL,123255.6,121523.4167,119144.3333,122620.4167,127718.5833,133601,142113.8333,151133.1667,158834.0833,163935.9167,167845,174055.265
173,Albert,KS,,,,,53446.83333,55962.08333,58973,65341.16667,75262.58333,78799.25,72118.5,73705.107
174,Albert City,IA,70302.1,67845.25,67381,64465.5,65468.08333,67031.5,70675.33333,72287.75,75030.08333,78026.08333,80651.2,84199.8528
175,Albert Lea,MN,82052.2,81851.66667,81611.41667,83963.33333,87023.41667,89876.25,93391.33333,98748.66667,104532.1667,109908.75,111977.7,116232.8526
176,Alberta,AL,,,69098,70214.41667,74724.08333,75776.66667,77415.25,81656.5,85819.58333,87607.91667,87595.2,88646.3424
177,Alberta,MN,,,,,,72369.75,81259.5,86737.58333,93279.16667,101525.3333,104271.1,109797.4683
178,Alberta,VA,61677.3,64876.58333,70399.41667,73460.16667,74335.08333,74892.33333,76227.58333,78163.91667,78029.83333,80878.5,84134.6,86658.638
179,Alberton,MT,205893.8,200942.5833,200469.1667,201829.9167,212266,217848.6667,227275.9167,244070,254972.5,272264.1667,286947.3,303016.3488
180,Albertson,NC,50427.9,48327.91667,50056.25,49517.58333,49344.75,54330.83333,64380.08333,71703.58333,77772.5,86837.58333,90637.3,95894.2634
181,Albertson,NY,602538.9,587799.8333,569969.0833,577107.0833,617540.6667,645351.75,671157.5833,714363.6667,747321.5,762792,765258.4,793572.9608
182,Albertville,AL,87431.6,84834.25,84464.79167,84090.16667,85862.29167,87958.83333,93411.95833,98025.08333,104481.875,109180.625,114072.55,121536.9344
183,Albertville,MN,194071.2,169625.9167,157992.1667,184596.25,200174.75,205454.3333,224182.1667,237939.9167,254534.4167,268195,276583.7,291242.6361
184,Albia,IA,79444.25,79778.75,81219.33333,81232.5,83149.5,83643.33333,85728.58333,88998.625,92529.375,95334.16667,97633.1,101582.8339
185,Albin,WY,172048.1,175367,184251.5833,198252.8333,207995.5833,216131.5833,220255.5833,216808.5,233792.9167,232835.5,249568.8,269035.1664
186,Albion,CA,432441.2,438176.5833,442408.5,484402.8333,548574.3333,567696.5833,582968.0833,604458.5,634705.75,639220.3333,615012.2,640842.7124
187,Albion,IA,74289.5,74772.16667,73434,74280.5,81178,84174.33333,80293.25,80621.08333,85144.83333,87356.16667,89127.2,92514.0336
188,Albion,ID,149066.8,139603.5833,142372.5833,150935.9167,160947.25,172061,183755.5833,201049.6667,225287.4167,244922.0833,247727.7,257636.808
189,Albion,IL,,,,,,,,53369.45455,56096.5,56171.75,58988.9,62233.2895
190,Albion,IN,89804.4,86344.95833,83964.25,83962.45833,84397.08333,83340.16667,86170.45833,88949.875,93180.91667,100558.625,105488.5,109947.5166
