RegionName,City,State,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
10452,10286,NY,470703.4,438629.41666666674,443838.33333333326,381479.08333333326,372448.91666666674,391798.91666666674,426692.16666666674,471775.08333333326,533870.5833333335,566741.1666666665,598749.3,
60617,2625,IL,152475.8,132551.58333333337,119069.91666666669,107542.83333333331,105038.41666666669,107749.25,125862.66666666669,136108.5,147545.83333333337,151898.25,159845.6,170715.1008
87114,155,NM,278829.6,262713.41666666674,258987.5,264815.75,270061.83333333326,268366.5,275614.25,283538.33333333326,288707.91666666674,298474.08333333326,316772.2,335461.7598
32210,7112,FL,326673.4,295335.58333333326,287781.75,299639.0,321256.0,337795.75,356605.41666666674,369802.25,390776.33333333326,405681.33333333326,415573.9,434274.7255
43081,16105,OH,257284.2,247122.58333333328,238954.33333333328,244748.66666666663,259422.41666666663,272034.08333333326,288092.66666666674,307733.08333333326,324870.41666666674,338592.33333333326,350129.4,369036.3876
94558,10018,CA,876559.5,852465.0,820384.25,950856.9166666665,1075053.583333333,1112039.416666667,1174344.5,1220463.0,1281690.25,1352265.583333333,1408325.3,1473108.2638
90026,8404,CA,557402.0,537415.6666666665,570906.1666666665,666771.75,753140.5,878842.1666666665,983658.0,1088805.5,1221484.583333333,1242922.666666667,1296198.4,1359712.1215999995
76063,8761,TX,247253.9,243261.0,240040.16666666663,251979.33333333328,270896.91666666674,289859.83333333326,313884.41666666674,333567.41666666674,351663.25,363863.25,368096.2,385028.6252
77459,9529,TX,360963.5,346229.91666666674,347208.41666666674,357814.66666666674,389125.0,421759.33333333326,430522.16666666674,431229.0,429040.33333333326,423472.75,424175.2,439445.50720000005
91910,2682,CA,473011.6,453265.33333333326,443039.16666666674,506013.16666666674,572735.5,597901.1666666665,635259.3333333335,670092.25,705870.4166666665,708953.1666666665,739116.5,774594.0920000002
27587,15576,NC,380839.5,365041.33333333326,352520.58333333326,360838.41666666674,374843.58333333326,386708.33333333326,400008.08333333326,409583.41666666674,418756.41666666674,428338.5,433911.4,453871.3244
30040,3435,GA,337534.3,323013.66666666674,326398.08333333326,346442.08333333326,374008.75,393620.75,405239.83333333326,419429.25,433160.5,440053.41666666674,447683.7,469172.5176
97229,11794,OR,500801.5,477239.41666666674,478844.91666666674,531783.75,581202.4166666665,615898.1666666665,673220.9166666665,713402.9166666665,729426.6666666665,737220.5833333335,747978.1,779393.1802000002
93722,5240,CA,253961.9,240301.16666666663,239081.16666666663,267556.58333333326,300312.33333333326,305908.75,320541.66666666674,336851.75,358075.75,370550.25,382399.4,402284.1688
6010,1668,CT,214840.1,215981.41666666663,215011.5833333333,224471.8333333333,247337.41666666663,236763.5,240295.75,254962.16666666663,257708.91666666663,259054.0,262577.9,277282.2624000001
17603,7839,PA,216484.5,207841.91666666663,204627.0833333333,203259.25,213184.66666666663,213037.25,218571.16666666663,227174.41666666663,244839.91666666663,257602.25,268457.8,282686.0634
76028,1897,TX,240463.1,235094.83333333328,229843.91666666663,235251.58333333328,258381.5,268954.5,289906.5,310243.5,328239.25,337044.75,346163.0,362086.49799999996
33908,5066,FL,431416.6,405199.0,405424.58333333326,450583.16666666674,489857.5,528994.4166666665,541520.4166666665,538872.6666666665,540606.8333333335,540943.1666666665,545549.3,566825.7227
43123,5982,OH,236655.6,227132.41666666663,222279.91666666663,229235.91666666663,242355.83333333328,252801.0,270692.5,286398.75,307988.0,321051.08333333326,334637.9,353712.2603
75056,14378,TX,412821.1,401185.16666666674,409228.75,423535.75,449788.66666666674,475094.75,506399.58333333326,526060.25,533566.0833333335,537868.25,540584.5,566532.556
89108,7885,NV,158282.1,141858.58333333337,136803.33333333337,167967.75,201148.91666666663,217254.41666666663,235843.08333333328,251599.58333333328,296155.25,317207.83333333326,328715.9,342850.6837
85308,5571,AZ,287957.8,263038.5,282790.5,334091.83333333326,351219.25,359662.5,374693.41666666674,387563.25,405353.91666666674,421179.66666666674,440224.1,464876.6496
78577,11409,TX,190698.8,183047.91666666663,184822.0,187485.66666666663,199808.0833333333,208344.91666666663,208666.0833333333,215996.41666666663,220791.16666666663,225981.41666666663,230818.7,240974.7228
78240,12911,TX,217838.3,212136.0833333333,211313.16666666663,218685.8333333333,229642.58333333328,244418.83333333328,259732.25,267564.91666666674,279887.16666666674,289810.66666666674,292501.8,305371.8792
94533,4701,CA,350904.8,337181.16666666674,321129.08333333326,383222.25,461036.33333333326,482557.08333333326,506509.5,531098.6666666665,569308.5833333335,579151.1666666665,586910.6,608626.2921999999
87111,155,NM,479160.4,464152.16666666674,454391.66666666674,460357.83333333326,475868.41666666674,473610.08333333326,482885.83333333326,491661.25,499867.41666666674,512428.5,539997.6,572397.456
14850,14661,NY,315157.2,312185.25,307142.58333333326,317835.58333333326,342568.08333333326,347011.75,349488.25,358084.91666666674,370934.25,366005.16666666674,375006.6,391881.897
